% Gneiss Solution
2137 422922.005 -1276976.2746 -4717197.2539 4087252.5245 2
2137 422922.005 -1276977.3319 -4717199.9856 4087249.3925 2
2137 422922.005 -1276978.1036 -4717202.2534 4087247.1257 2
2137 422922.005 -1276978.5986 -4717204.2338 4087245.3643 2
2137 422922.005 -1276978.9747 -4717205.9113 4087244.1801 2
2137 422922.005 -1276979.2895 -4717207.2377 4087243.5485 2
2137 422922.005 -1276979.3825 -4717208.1266 4087243.5473 2
2137 422922.005 -1276979.3495 -4717208.5821 4087244.0895 2
2137 422922.005 -1276978.9568 -4717208.1090 4087244.5114 2
2137 422922.005 -1276978.6459 -4717207.6215 4087245.0792 2
2137 422922.005 -1276978.4623 -4717207.2686 4087245.7605 2
2137 422922.005 -1276978.4249 -4717207.0437 4087246.4104 2
2137 422922.005 -1276978.3623 -4717206.7634 4087247.0734 2
2137 422922.005 -1276978.1763 -4717206.2446 4087247.7657 2
2137 422922.005 -1276977.9573 -4717205.7872 4087248.3575 2
2137 422922.005 -1276977.7850 -4717205.4381 4087248.8635 2
2137 422922.005 -1276977.4155 -4717204.3826 4087248.7075 2
2137 422922.005 -1276977.2143 -4717203.5456 4087248.6430 2
2137 422922.005 -1276976.9880 -4717202.8211 4087248.7120 2
2137 422922.005 -1276976.7718 -4717202.2832 4087248.7566 2
2137 422922.005 -1276976.5395 -4717201.8609 4087248.7961 2
2137 422922.005 -1276976.3522 -4717201.5972 4087248.8071 2
2137 422922.005 -1276976.2358 -4717201.4223 4087248.8268 2
2137 422922.005 -1276975.7764 -4717200.5497 4087248.1180 2
2137 422922.005 -1276975.4309 -4717199.7830 4087247.5602 2
2137 422922.005 -1276975.1604 -4717199.1716 4087247.1395 2
2137 422922.005 -1276974.9688 -4717198.7248 4087246.7659 2
2137 422922.005 -1276974.8084 -4717198.3833 4087246.4840 2
2137 422922.005 -1276974.6382 -4717198.1735 4087246.2724 2
2137 422922.005 -1276974.4758 -4717198.0913 4087246.2711 2
2137 422922.005 -1276974.3323 -4717198.1075 4087246.4200 2
2137 422922.005 -1276974.0362 -4717197.6419 4087246.0876 2
2137 422922.005 -1276973.8582 -4717197.3832 4087245.9219 2
2137 422922.005 -1276973.7525 -4717197.1950 4087245.8746 2
2137 422922.005 -1276973.6027 -4717197.0858 4087245.8841 2
2137 422922.005 -1276973.3562 -4717196.9824 4087245.8997 2
2137 422922.005 -1276973.0610 -4717196.9276 4087245.9382 2
2137 422922.005 -1276972.8026 -4717196.9302 4087246.0169 2
2137 422922.005 -1276972.4370 -4717196.4864 4087245.6822 2
2137 422922.005 -1276972.1984 -4717196.1891 4087245.4938 2
2137 422922.005 -1276972.0416 -4717196.0379 4087245.4296 2
2137 422922.005 -1276971.9319 -4717195.9700 4087245.4673 2
2137 422922.005 -1276971.8071 -4717195.9701 4087245.5189 2
2137 422922.005 -1276971.6560 -4717196.0062 4087245.6083 2
2137 422922.005 -1276971.5609 -4717196.0986 4087245.7414 2
2137 422922.005 -1276971.4666 -4717196.2007 4087245.8847 2
2137 422922.005 -1276971.2208 -4717195.9271 4087245.7032 2
2137 422922.005 -1276971.0787 -4717195.7471 4087245.6053 2
2137 422922.005 -1276971.0056 -4717195.6621 4087245.5846 2
2137 422922.005 -1276970.9425 -4717195.6136 4087245.5673 2
2137 422922.005 -1276970.8705 -4717195.5940 4087245.5826 2
2137 422922.005 -1276970.7635 -4717195.6075 4087245.6404 2
2137 422922.005 -1276970.6605 -4717195.6537 4087245.7321 2
2137 422922.005 -1276970.4923 -4717195.4473 4087245.5735 2
2137 422922.005 -1276970.4089 -4717195.3374 4087245.5050 2
2137 422922.005 -1276970.3549 -4717195.2816 4087245.4744 2
2137 422922.005 -1276970.3016 -4717195.2513 4087245.4593 2
2137 422922.005 -1276970.2508 -4717195.2460 4087245.4620 2
